category,title,abstract
math,Central units of integral group rings,"We give an explicit description for a basis of a subgroup of finite index in
the group of central units of the integral group ring $\Z G$ of a finite
abelian-by-supersolvable group such that every cyclic subgroup of order not a
divisor of 4 or 6 is subnormal in $G$. The basis elements turn out to be a
natural product of conjugates of Bass units. This extends and generalizes a
result of Jespers, Parmenter and Sehgal showing that the Bass units generate a
subgroup of finite index in the center $\mathcal{Z} (\U (\Z G))$ of the unit
group $\U (\Z G)$ in case $G$ is a finite nilpotent group. Next, we give a new
construction of units that generate a subgroup of finite index in
$\mathcal{Z}(\U(\Z G))$ for all finite strongly monomial groups $G$. We call
these units generalized Bass units. Finally, we show that the commutator group
$\U(\Z G)/\U(\Z G)'$ and $\mathcal{Z}(\U(\Z G))$ have the same rank if $G$ is a
finite group such that $\Q G$ has no epimorphic image which is either a
non-commutative division algebra other than a totally definite quaternion
algebra, or a two-by-two matrix algebra over a division algebra with center
either the rationals or a quadratic imaginary extension of $\Q$. This allows us
to prove that in this case the natural images of the Bass units of $\Z G$
generate a subgroup of finite index in $\U(\Z G)/\U(\Z G)'$."
math,Adams operations and symmetries of representation categories,"Adams operations are the natural transformations of the representation ring
functor on the category of finite groups, and they are one way to describe the
usual lambda-ring structure on these rings. From the representation-theoretical
point of view, they codify some of the symmetric monoidal structure of the
representation category. We show that the monoidal structure on the category
alone, regardless of the particular symmetry, determines all the odd Adams
operations. On the other hand, we give examples to show that monoidal
equivalences do not have to preserve the second Adams operations and to show
that monoidal equivalences that preserve the second Adams operations do not
have to be symmetric. Along the way, we classify all possible symmetries and
all monoidal autoequivalences of representation categories of finite groups."
math,Parametrized K-Theory,"In nature, one observes that a K-theory of an object is defined in two steps.
First a ""structured"" category is associated to the object. Second, a K-theory
machine is applied to the latter category to produce an infinite loop space. We
develop a general framework that deals with the first step of this process. The
K-theory of an object is defined via a category of ""locally trivial"" objects
with respect to a pretopology. We study conditions ensuring an exact structure
on such categories. We also consider morphisms in K-theory that such contexts
naturally provide. We end by defining various K-theories of schemes and
morphisms between them."
math,Completion by Derived Double Centralizer,"Let A be a commutative ring, and let \a be a weakly proregular ideal in A.
(If A is noetherian then any ideal in it is weakly proregular.) Suppose M is a
compact generator of the category of cohomologically \a-torsion complexes. We
prove that the derived double centralizer of M is isomorphic to the \a-adic
completion of A. The proof relies on the MGM equivalence from [PSY] and on
derived Morita equivalence. Our result extends earlier work of
Dwyer-Greenlees-Iyengar [DGI] and Efimov [Ef]."
math,Chern characters via connections up to homotopy,"The aim of this note is to point out that Chern characters can be computed
using curvatures o ``super-connections up to homotopy'. We also present an
application to the vanishing theorem for Lie algebroids which is at the origin
of new secondary classes of algebroids (Fernandes), hence, in particular, of
Poisson manifolds."
math,On determinant functors and $K$-theory,"In this paper we introduce a new approach to determinant functors which
allows us to extend Deligne's determinant functors for exact categories to
Waldhausen categories, (strongly) triangulated categories, and derivators. We
construct universal determinant functors in all cases by original methods which
are interesting even for the known cases. Moreover, we show that the target of
each universal determinant functor computes the corresponding $K$-theory in
dimensions 0 and 1. As applications, we answer open questions by Maltsiniotis
and Neeman on the $K$-theory of (strongly) triangulated categories and a
question of Grothendieck to Knudsen on determinant functors. We also prove
additivity theorems for low-dimensional $K$-theory and obtain generators and
(some) relations for various $K_{1}$-groups."
math,The six operations in topology,"In this paper we show that the six functor formalism for sheaves on locally
compact Hausdorff topological spaces, as developed for example in Kashiwara and
Schapira's book Sheaves on Manifolds, can be extended to sheaves with values in
any closed symmetric monoidal $\infty$-category which is stable and bicomplete.
Notice that, since we do not assume that our coefficients are presentable or
restrict to hypercomplete sheaves, our arguments are not obvious and are
substantially different from the ones explained by Kashiwara and Schapira.
Along the way we also study locally contractible geometric morphisms and prove
that, if $f:X\rightarrow Y$ is a continuous map which induces a locally
contractible geometric morphism, then the exceptional pullback functor $f^!$
preserves colimits and can be related to the pullback $f^*$. At the end of our
paper we also show how one can express Atiyah duality by means of the six
functor formalism."
math,Motivic toposes,"We present a research programme aimed at constructing classifying toposes of
Weil-type cohomology theories and associated categories of motives, and
introduce a number of notions and preliminary results already obtained in this
direction. In order to analyze the properties of Weil-type cohomology theories
and their relations, we propose a framework based on atomic two-valued toposes
and homogeneous models. Lastly, we construct a syntactic triangulated category
whose dual maps to the derived categories of all the usual cohomology theories."
math,T-motives,"Considering a (co)homology theory $\mathbb{T}$ on a base category
$\mathcal{C}$ as a fragment of a first-order logical theory we here construct
an abelian category $\mathcal{A}[\mathbb{T}]$ which is universal with respect
to models of $\mathbb{T}$ in abelian categories. Under mild conditions on the
base category $\mathcal{C}$, e.g. for the category of algebraic schemes, we get
a functor from $\mathcal{C}$ to ${\rm Ch}({\rm Ind}(\mathcal{A}[\mathbb{T}]))$
the category of chain complexes of ind-objects of $\mathcal{A}[\mathbb{T}]$.
This functor lifts Nori's motivic functor for algebraic schemes defined over a
subfield of the complex numbers. Furthermore, we construct a triangulated
functor from $D({\rm Ind}(\mathcal{A}[\mathbb{T}]))$ to Voevodsky's motivic
complexes."
math,Definable categories and T-motives,"Making use of Freyd's free abelian category on a preadditive category we show
that if $T:D\rightarrow \mathcal{A}$ is a representation of a quiver $D$ in an
abelian category $\mathcal{A}$ then there is an abelian category $\mathcal{A}
(T)$, a faithful exact functor $F_T: \mathcal{A} (T) \to \mathcal{A}$ and an
induced representation $\tilde T: D \to \mathcal{A} (T)$ such that $F_T\tilde
T= T$ universally. We then can show that $\mathbb{T}$-motives as well as Nori's
motives are given by a certain category of functors on definable categories."
math,Syntactic categories for Nori motives,"We give a new construction, based on categorical logic, of Nori's $\mathbb
Q$-linear abelian category of mixed motives associated to a cohomology or
homology functor with values in finite-dimensional vector spaces over $\mathbb
Q$. This new construction makes sense for infinite-dimensional vector spaces as
well, so that it associates a $\mathbb Q$-linear abelian category of mixed
motives to any (co)homology functor, not only Betti homology (as Nori had done)
but also, for instance, $\ell$-adic, $p$-adic or motivic cohomology. We prove
that the $\mathbb Q$-linear abelian categories of mixed motives associated to
different (co)homology functors are equivalent if and only a family (of logical
nature) of explicit properties is shared by these different functors. The
problem of the existence of a universal cohomology theory and of the
equivalence of the information encoded by the different classical cohomology
functors thus reduces to that of checking these explicit conditions."
math,Group structures of a function spaces with the set-open topology,"In this paper, we find at the properties of the family lambda which imply
that the function space C(X,R^alpha) with the lambda-open topology is a
semitopological group (paratopological group, topological group, topological
vector space and other algebraic structures) under the usual operations of
addition and multiplication (and multiplication by scalars)."
math,"Modular categories as representations of the 3-dimensional bordism
  2-category","We show that once-extended anomalous 3-dimensional topological quantum field
theories valued in the 2-category of k-linear categories are in canonical
bijection with modular tensor categories equipped with a square root of the
global dimension in each factor."
math,Algebra+Homotopy=Operad,"This survey provides an elementary introduction to operads and to their
applications in homotopical algebra. The aim is to explain how the notion of an
operad was prompted by the necessity to have an algebraic object which encodes
higher homotopies. We try to show how universal this theory is by giving many
applications in Algebra, Geometry, Topology, and Mathematical Physics. (This
text is accessible to any student knowing what tensor products, chain
complexes, and categories are.)"
math,Derivations of Group Algebras,"In the paper, a method of describing the outer derivations of the group
algebra of a finitely presentable group is given. The description of
derivations is given in terms of characters of the groupoid of the adjoint
action of the group."
math,On triangle equivalences of stable categories,"We apply the Auslander-Buchweitz approximation theory to show that the Iyama
and Yoshino's subfactor triangulated category can be realized as a triangulated
quotient. Applications of this realization go in three directions. Firstly, we
recover both a result of Iyama and Yang and a result of the third author.
Secondly, we extend the classical Buchweitz's triangle equivalence from
Iwanaga-Gorenstein rings to Noetherian rings. Finally, we obtain the converse
of Buchweitz's triangle equivalence and a result of Beligiannis, and give
characterizations for Iwanaga-Gorenstein rings and Gorenstein algebras"
math,When Ext is a Batalin-Vilkovisky algebra,"We show under what conditions the complex computing general Ext-groups
carries the structure of a cyclic operad such that Ext becomes a
Batalin-Vilkovisky algebra. This is achieved by transferring cyclic cohomology
theories for the dual of a (left) Hopf algebroid to the complex in question,
which asks for the notion of contramodules introduced along with comodules by
Eilenberg-Moore half a century ago. Another crucial ingredient is an explicit
formula for the inverse of the Hopf-Galois map on the dual, by which we
illustrate recent categorical results and answer a long-standing open question.
As an application, we prove that the Hochschild cohomology of an associative
algebra A is Batalin-Vilkovisky if A itself is a contramodule over its
enveloping algebra A \otimes A^op. This is, for example, the case for symmetric
algebras and Frobenius algebras with semisimple Nakayama automorphism. We also
recover the construction for Hopf algebras."
math,A noncommutative calculus on the cyclic dual of Ext,"We show that if the cochain complex computing Ext groups (in the category of
modules over Hopf algebroids) admits a cocyclic structure, then the
noncommutative Cartan calculus structure on Tor over Ext dualises in a cyclic
sense to a calculus on Coext over Cotor. More precisely, the cyclic duals of
the chain resp. cochain spaces computing the two classical derived functors
lead to complexes that compute the more exotic ones, giving a cyclic opposite
module over an operad with multiplication that induce operations such as a Lie
derivative, a cap product (or contraction), and a (cyclic) differential, along
with higher homotopy operators defining a noncommutative Cartan calculus up to
homotopy. In particular, this allows to recover the classical Cartan calculus
from differential geometry or the Chevalley-Eilenberg calculus for
Lie(-Rinehart) algebras without any finiteness conditions or the use of
topological tensor products."
math,Cyclic duality between BV algebras and BV modules,"We show that if an operad is at the same time a cosimplicial object such that
the respective structure maps are compatible with the operadic composition in a
natural way, then one obtains a Gerstenhaber algebra structure on cohomology,
and if the operad is cyclic, even that of a BV algebra. In particular, if a
cyclic opposite module over an operad with multiplication is itself a cyclic
operad that meets the cosimplicial compatibility conditions, the cohomology of
its cyclic dual turns into a BV algebra. This amounts to conditions for when
the cyclic dual of a BV module is endowed with a BV algebra structure, a result
we exemplify by looking at classical and less classical (co)homology groups in
Hopf algebra theory."
math,Entropy on normed semigroups (Towards a unifying approach to entropy),"We present a unifying approach to the study of entropies in Mathematics, such
as measure entropy, topological entropy, algebraic entropy, set-theoretic
entropy. We take into account discrete dynamical systems, that is, pairs
$(X,T)$, where $X$ is the underlying space and $T:X\to X$ a transformation. We
see entropies as functions $h:\mathfrak X\to \mathbb R_+$, associating to each
flow $(X,T)$ of a category $\mathfrak X$ either a non negative real or
$\infty$. We introduce the notion of semigroup entropy $h_\mathfrak S:\mathfrak
S\to\mathbb R_+$, which is a numerical invariant attached to endomorphisms of
the category $\mathfrak S$ of normed semigroups. Then, for a functor
$F:\mathfrak X\to\mathfrak S$ from any specific category $\mathfrak X$ to
$\mathfrak S$, we define the functorial entropy $h_F:\mathfrak X\to\mathbb R_+$
as the composition $h_{\mathfrak S}\circ F$. Clearly, $h_F$ inherits many of
the properties of $h_\mathfrak S$, depending also on the properties of $F$.
Such general scheme permits to obtain relevant known entropies as functorial
entropies $h_F$, for appropriate categories $\mathfrak X$ and functors $F$, and
to establish the properties shared by them. In this way we point out their
common nature. Finally, we discuss and deeply analyze through the looking glass
of our unifying approach the relations between pairs of entropies. To this end
we formalize the notion of Bridge Theorem between two entropies $h_i:\mathfrak
X_i\to \mathbb R_+$, $i=1,2$, with respect to a functor $\varepsilon:\mathfrak
X_1\to\mathfrak X_2$. Then, for pairs of functorial entropies we use the above
scheme to introduce the notion and the related scheme of Strong Bridge Theorem,
which allows us to put under the same umbrella various relations between pairs
of entropies."
math,"From Freudenthal's Spectral Theorem to projectable hulls of unital
  Archimedean lattice-groups, through compactifications of minimal spectra","We use a landmark result in the theory of Riesz spaces - Freudenthal's 1936
Spectral Theorem - to canonically represent any Archimedean lattice-ordered
group $G$ with a strong unit as a (non-separating) lattice-group of real valued
continuous functions on an appropriate $G$-indexed zero-dimensional
compactification $w_GZ_G$ of its space $Z_G$ of \emph{minimal} prime ideals.
The two further ingredients needed to establish this representation are the
Yosida representation of $G$ on its space $X_G$ of \emph{maximal} ideals, and
the well-known continuous surjection of $Z_G$ onto $X_G$. We then establish our
main result by showing that the inclusion-minimal extension of this
representation of $G$ that separates the points of $Z_G$ - namely, the
sublattice subgroup of ${\rm C}\,(Z_G)$ generated by the image of $G$ along
with all characteristic functions of clopen (closed and open) subsets of $Z_G$
which are determined by elements of $G$ - is precisely the classical
projectable hull of $G$. Our main result thus reveals a fundamental
relationship between projectable hulls and minimal spectra, and provides the
most direct and explicit construction of projectable hulls to date. Our
techniques do require the presence of a strong unit."
math,"Factorization of quadratic polynomials in the ring of formal power
  series over Z","We establish necessary and sufficient conditions for a quadratic polynomial
to be irreducible in the ring $Z[[x]]$ of formal power series with integer
coefficients. For $n,m\ge 1$ and $p$ prime, we show that $p^n+p^m\beta x+\alpha
x^2$ is reducible in $Z[[x]]$ if and only if it is reducible in $Z_p[x]$, the
ring of polynomials over the $p$-adic integers."
math,Cellular categories and stable independence,"We exhibit a bridge between the theory of cellular categories, used in
algebraic topology and homological algebra, and the model-theoretic notion of
stable independence. Roughly speaking, we show that the combinatorial cellular
categories (those where, in a precise sense, the cellular morphisms are
generated by a set) are exactly those that give rise to stable independence
notions. We give two applications: on the one hand, we show that the abstract
elementary classes of roots of Ext studied by Baldwin-Eklof-Trlifaj are stable
and tame. On the other hand, we give a simpler proof (in a special case) that
combinatorial categories are closed under 2-limits, a theorem of Makkai and
Rosick\'y."
math,The Baum-Connes conjecture: an extended survey,"We present a history of the Baum-Connes conjecture, the methods involved, the
current status, and the mathematics it generated."
math,"Interpolated family of non group-like simple integral fusion rings of
  Lie type","This paper is motivated by the quest of a non-group irreducible finite index
depth 2 maximal subfactor. We compute the generic fusion rules of the
Grothendieck ring of Rep(PSL(2,q)), q prime-power, by applying a Verlinde-like
formula on the generic character table. We then prove that this family of
fusion rings R_q interpolates to all integers q>=2, providing (when q is not
prime-power) the first example of infinite family of non group-like simple
integral fusion rings. Furthermore, they pass all the known criteria of
(unitary) categorification. This provides infinitely many serious candidates
for solving the famous open problem of whether there exists an integral fusion
category which is not weakly group-theoretical. We prove that a complex
categorification (if any) of an interpolated fusion ring R_q (with q non
prime-power) cannot be braided, and so its Drinfeld center must be simple. In
general, this paper proves that a non-pointed simple fusion category is
non-braided if and only if its Drinfeld center is simple; and also that every
simple integral fusion category is weakly group-theoretical if and only if
every simple integral modular fusion category is pointed."
math,On Hilbert's fourth problem,"Hilbert's fourth problem asks for the construction and the study of metrics
on subsets of projective space for which the projective line segments are
geodesics. Several solutions of the problem were given so far, depending on
more precise interpretations of this problem, with various additional
conditions satisfied. The most interesting solutions are probably those
inspired from an integral formula that was first introduced in this theory by
Herbert Busemann. Besides that, Busemann and his school made a thorough
investigation of metrics defined on subsets of projective space for which the
projective lines are geodesics and they obtained several results,
characterizing several classes of such metrics. We review some of the
developments and important results related to Hilbert's problem, especially
those that arose from Busemann's work, mentioning recent results and
connections with several branches of mathematics, including Riemannian
geometry, the foundations of mathematics, the calculus of variations, metric
geometry and Finsler geometry."
math,A bug's eye view: the Riemannian exponential map on polyhedral surfaces,"We explore the perspective of a bug living on the two-dimensional surface of
a polyhedron. Images of various kinds of effects like lensing and cloaking are
shown via color pictures of three viewpoints: the first person perspective of
the bug, a map of the bug's viewpoint, and a look at the bug on the embedded
polyhedron from a three-dimensional exterior viewer. The pictures were
constructed by computing the exponential map of a polyhedron by cutting and
rotating faces into the tangent plane of the bug."
math,Igor Rostislavovich Shafarevich: in Memoriam,"The prominent Russian mathematician Igor Rostislavovich Shafarevich passed
away on February 19, 2017. In this article we supply his biography, discuss his
many important contributions to number theory, algebra and algebraic geometry,
and also discuss his political activity and some of his numerous publications
on social issues."
math,"Differentiable and algebroid cohomology, van Est isomorphisms, and
  characteristic classes","In the first section we discuss Morita invariance of differentiable/algebroid
cohomology.
  In the second section we present an extension of the van Est isomorphism to
groupoids. This immediately implies a version of Haefliger's conjecture for
differentiable cohomology.
  As a first application we clarify the connection between differentiable and
algebroid cohomology (proved in degree 1, and conjectured in degree 2 by
Weinstein-Xu).
  As a second application we extend van Est's argument for the integrability of
Lie algebras. Applied to Poisson manifolds, this immediately gives (a slight
improvement of) Hector-Dazord's integrability criterion.
  In the third section we describe the relevant characteristic classes of
representations, living in algebroid cohomology, as well as their relation to
the van Est map. This extends Evens-Lu-Weinstein's characteristic class
$\theta_{L}$ (hence, in particular, the modular class of Poisson manifolds),
and also the classical characteristic classes of flat vector bundles.
  In the last section we describe some applications to Poisson geometry (e.g.
we clarify the Morita invariance of Poisson cohomology, and of the modular
class)."
math,Connections up to homotopy and characteristic classes,"In this note we clarify the relevance of ``connections up to homotopy'' to
the theory of characteristic classes. We have already remarked \cite{Crai} that
such connections up to homotopy can be used to compute the classical Chern
characters. Here we present a slightly different argument for this, and then
proceed with the discussion of the flat (secondary) characteristic classes. As
an application, we clarify the relation between the two different approaches to
characteristic classes of algebroids (and of Poisson manifolds in particular):
we explain that the intrinsic characteristic classes are precisely the
secondary classes of the adjoint representation."
math,"Kazhdan projections, random walks and ergodic theorems","In this paper we investigate generalizations of Kazhdan's property $(T)$ to
the setting of uniformly convex Banach spaces. We explain the interplay between
the existence of spectral gaps and that of Kazhdan projections. Our methods
employ Markov operators associated to a random walk on the group, for which we
provide new norm estimates and convergence results. They exhibit useful
properties and flexibility, and allow to view Kazhdan projections in Banach
spaces as natural objects associated to random walks on groups.
  We give a number of applications of these results. In particular, we address
several open questions. We give a direct comparison of properties $(TE)$ and
$FE$ with Lafforgue's reinforced Banach property $(T)$; we obtain shrinking
target theorems for orbits of Kazhdan groups; finally, answering a question of
Willett and Yu we construct non-compact ghost projections for warped cones. In
this last case we conjecture that such warped cones provide counterexamples to
the coarse Baum-Connes conjecture."
math,Almost arithmetic progressions in the primes and other large sets,"A celebrated and deep result of Green and Tao states that the primes contain
arbitrarily long arithmetic progressions. In this note I provide a
straightforward argument demonstrating that the primes get arbitrarily close to
arbitrarily long arithmetic progressions. The argument also applies to `large
sets' in the sense of Erd\H{o}s-Tur\'an. The proof is short, completely
self-contained, and aims to give a heuristic explanation of why the primes, and
other large sets, possess arithmetic structure."
math,Coherence of the ring of periodic distributions,"It is shown that the ring of periodic distributions is a coherent ring (with
the operations of pointwise addition and convolution) by showing that the
isomorphic ring $s'$ of the Fourier coefficients (of sequences of at most
polynomial growth) with termwise operations is coherent. Moreover, it is shown
that the subring $\ell^\infty$ of $s'$ of all bounded sequences is coherent
too, while the subring $c$ of $\ell^\infty$ of all convergent sequences is not
coherent. It is also observed that $s'$ is a Hermite ring, but not a projective
free ring."
math,Multi-way expanders and imprimitive group actions on graphs,"For n at least 2, the concept of n-way expanders was defined by various
researchers. Bigger n gives a weaker notion in general, and 2-way expanders
coincide with expanders in usual sense. Koji Fujiwara asked whether these
concepts are equivalent to that of ordinary expanders for all n for a sequence
of Cayley graphs. In this paper, we answer his question in the affirmative.
Furthermore, we obtain universal inequalities on multi-way isoperimetric
constants on any finite connected vertex-transitive graph, and show that gaps
between these constants imply the imprimitivity of the group action on the
graph."
math,Iterated magnitude homology,"Magnitude homology is an invariant of enriched categories which generalizes
ordinary categorical homology -- the homology of the classifying space of a
small category. The classifying space can also be generalized in a different
direction: it extends from categories to bicategories as the geometric
realization of the geometric nerve. This paper introduces a hybrid of the two
ideas: an iterated magnitude homology theory for categories with a second- or
higher-order enrichment. This encompasses, for example, groups equipped with
extra structure such as a partial ordering or a bi-invariant metric. In the
case of a strict 2-category, iterated magnitude homology recovers the homology
of the classifying space; we investigate its content and behaviour when
interpreted for partially ordered groups, normed groups, and strict
$n$-categories for $n > 2$."
math,Auslander Bounds and Homological Conjectures,"Inspired by recent works on rings satisfying Auslander's conjecture, we study
invariants, which we call Auslander bounds, and prove that they have strong
relations to some homological conjectures."
math,"Asymptotic behaviors of representations of graded categories with
  inductive functors","In this paper we describe an inductive machinery to investigate asymptotic
behaviors of homology groups and related invariants of representations of
certain graded combinatorial categories over a commutative Noetherian ring $k$,
via introducing inductive functors which generalize important properties of
shift functors of $\mathrm{FI}$-modules. In particular, a sufficient criterion
for finiteness of Castelnuovo-Mumford regularity of finitely generated
representations of these categories is obtained. As applications, we show that
a few important infinite combinatorial categories appearing in representation
stability theory are equipped with inductive functors, and hence the finiteness
of Castelnuovo-Mumford regularity of their finitely generated representations
is guaranteed. We also prove that truncated representations of these categories
have linear minimal resolutions by relative projective modules, which are
precisely linear minimal projective resolutions when $k$ is a field of
characteristic 0."
math,Gorenstein homological theory for differential modules,"We show that a differential module is Gorenstein projective if and only if
its underlying module is Gorenstein projective. Dually, a differential module
is Gorenstein injective if and only if its underlying module is Gorenstein
injective."
math,Han's conjecture for bounded extensions,"Let $B\subset A$ be a left or right bounded extension of finite dimensional
algebras. We use the Jacobi-Zariski long nearly exact sequence to show that $B$
satisfies Han's conjecture if and only if $A$ does, regardless if the extension
splits or not. We provide conditions ensuring that an extension by arrows and
relations is left or right bounded. Finally we give a structure result for
extensions of an algebra given by a quiver and admissible relations, and
examples of non split left or right bounded extensions."
math,"Noncommutative Poisson structures, derived representation schemes and
  Calabi-Yau algebras","Recantly, William Crawley-Boevey proposed the definition of a Poisson
structure on a noncommutative algebra $A$ based on the Kontsevich principle.
His idea was to find the {\it weakest} possible structure on $A$ that induces
standard (commutative) Poisson structures on all representation spaces $
\Rep_V(A) $. It turns out that such a weak Poisson structure on $A$ is a Lie
algebra bracket on the 0-th cyclic homology $ \HC_0(A) $ satisfying some extra
conditions; it was thus called in an {\it $ H_0$-Poisson structure}.
  This paper studies a higher homological extension of this construction. In
our more general setting, we show that noncommutative Poisson structures in the
above sense behave nicely with respect to homotopy (in the sense that homotopy
equivalent NC Poisson structures on $A$ induce (via the derived representation
functor) homotopy equivalent Poisson algebra structures on the derved
representation schemes $\DRep_V(A) $). For an ordinary algebra $A$, a
noncommutative Poisson structure on a semifree (more generally, cofibrant)
resolution of $A$ yields a graded (super) Lie algebra structure on the full
cyclic homology $ \HC_\bullet(A) $ extending Crawley-Boevey's $\H_0$-Poisson
structure on $ \HC_0(A) $. We call such structures {\it derived Poisson
structures} on $A$.
  We also show that derived Poisson structures do arise in nature: the cobar
construction $\Omega(C)$ of an $(-n)$-cyclic coassociative DG coalgebra (in
particular, of the linear dual of a finite dimensional $n$-cyclic DG algebra)
$C$ carries a $(2-n)$-double Poisson bracket in the sense of Van den Bergh.
This in turn induces a corresponding noncommutative $(2-n)$-Poisson structure
on $\Omega(C)$. When (the semifree) DG algebra $\Omega(C)$ resolves an honest
algebra $A$, $A$ acquires a derived $(2-n)$-Poisson structure."
math,Beth definability and the Stone-Weierstrass Theorem,"The Stone-Weierstrass Theorem for compact Hausdorff spaces is a basic result
of functional analysis with far-reaching consequences. We introduce an
equational logic $\vDash_{\Delta}$ associated with an infinitary variety
$\Delta$ and show that the Stone-Weierstrass Theorem is a consequence of the
Beth definability property of $\vDash_{\Delta}$, stating that every implicit
definition can be made explicit. Further, we define an infinitary propositional
logic $\vdash_{\Delta}$ by means of a Hilbert-style calculus and prove a strong
completeness result whereby the semantic notion of consequence associated with
$\vdash_{\Delta}$ coincides with $\vDash_{\Delta}$."
math,"Ueber Eigenwerte, Integrale und pi^2/6: Die Idee der Spurformel (On
  eigenvalues, integrals and pi^2/6: The idea of the trace formula)","This is an expository article that results from a talk given to second year
students at Oldenburg university. The aim of the talk was to show what
beautiful and unexpected results may be obtained if one plays with daring
analogies in a way that is usually not done in undergraduate education
(unfortunately): We start from the fact that the sum of diagonal entries of a
symmetric matrix equals the sum of its eigenvalues. We then guess an analogous
formula where the matrix is replaced by a function of two real variables and
sums are replaced by integrals in a systematic way. We show that this is indeed
a worthwhile process: In a special case it yields that the sum of inverse
squares of the positive integers is pi^2/6. Finally, an outline of the proof of
the guessed formula is given, and further applications, for example to the
connection between billiards and the frequencies of a drum, are explained."
math,Shuffle Algebras and Non-Commutative Probability for Pairs of Faces,"One can build an operatorial model for freeness by considering either the
right-handed or the left-handed representation of algebras of operators acting
on the free product of the underlying pointed Hilbert spaces. Considering both
at the same time, that is, computing distributions of operators in the algebra
generated by the left- and right-handed representations, led Voiculescu in 2013
to define and study bifreeness and, in the sequel, triggered the development of
an extension of noncommutative probability now frequently referred to as
multi-faced (two-faced in the example given above). Many examples of two-faced
independences emerged these past years. Of great interest to us are biBoolean,
bifree and type I bimonotone independences. In this paper, we extend the preLie
calculus pertaining to free, Boolean, and monotone moment-cumulant relations
initiated by K. Ebrahimi-Fard and F. Patras to their above-mentioned two-faced
equivalents."
math,"On the dimension of $H^{*}((\mathbb Z_2)^{\times t}, \mathbb Z_2)$ as a
  module over Steenrod ring","We write $\mathbb P$ for the polynomial algebra in one variable over the
finite field $\mathbb Z_2$ and $\mathbb P^{\otimes t} = \mathbb Z_2[x_1,
\ldots, x_t]$ for its $t$-fold tensor product with itself. We grade $\mathbb
P^{\otimes t}$ by assigning degree $1$ to each generator. We are interested in
determining a minimal set of generators for the ring of invariants $(\mathbb
P^{\otimes t})^{G_t}$ as a module over Steenrod ring, $\mathscr A_2.$ Here
$G_t$ is a subgroup of the general linear group $GL(t, \mathbb Z_2).$ An
equivalent problem is to find a monomial basis of the space of ""unhit""
elements, $\mathbb Z_2\otimes_{\mathscr A_2} (\mathbb P^{\otimes t})^{G_t}$ in
each $t$ and degree $n\geq 0.$ The structure of this tensor product is proved
surprisingly difficult and has been not yet known for $t\geq 5,$ even for the
trivial subgroup $G_t = \{e\}.$ In the present paper, we consider the subgroup
$G_t = \{e\}$ for $t \in \{5, 6\},$ and obtain some new results on $\mathscr
A_2$-generators of $(\mathbb P^{\otimes t})^{G_t}$ in some degrees. At the same
time, some of their applications have been proposed. We also provide an
algorithm in MAGMA for verifying the results. This study can be understood as a
continuation of our recent works in [23, 25]."
math,A Thom Isomorphism for Infinite Rank Euclidean Bundles,"An equivariant Thom isomorphism theorem in operator K-theory is formulated
and proven for infinite rank Euclidean vector bundles over finite dimensional
Riemannian manifolds. The main ingredient in the argument is the construction
of a non-commutative C*-algebra associated to a bundle E -> M, equipped with a
compatible connection, which plays the role of the algebra of functions on the
infinite dimensional total space E. If the base M is a point, we obtain the
Bott periodicity isomorphism theorem of Higson-Kasparov-Trout for infinite
dimensional Euclidean spaces. The construction applied to an even (finite rank)
spin-c-bundle over an even-dimensional proper spin-c-manifold reduces to the
classical Thom isomorphism in topological K-theory. The techniques involve
non-commutative geometric functional analysis."
math,On C*-algebras and K-theory for infinite-dimensional Fredholm Manifolds,"Let M be a smooth Fredholm manifold modeled on a separable
infinite-dimensional Euclidean space E with Riemannian metric g. Given an
(augmented) Fredholm filtration F of M by finite-dimensional submanifolds
(M_n), we associate to the triple (M, g, F) a non-commutative direct limit
C*-algebra A(M, g, F) = lim A(M_n) that can play the role of the algebra of
functions vanishing at infinity on the non-locally compact space M. The
C*-algebra A(E), as constructed by Higson-Kasparov-Trout for their Bott
periodicity theorem for infinite dimensional Euclidean spaces, is isomorphic to
our construction when M = E. If M has an oriented Spin_q-structure (1 <= q
<=\infty), then the K-theory of this C*-algebra is the same (with dimension
shift) as the topological K-theory of M defined by Mukherjea. Furthermore,
there is a Poincare' duality isomorphism of this K-theory of M with the
compactly supported K-homology of M, just as in the finite-dimensional spin
setting."
math,"Elliptic regularity for Dirac operators on families of noncompact
  manifolds","We develop elliptic regularity theory for Dirac operators in a very general
framework: we consider Dirac operators linear over $C^*$-algebras, on
noncompact manifolds, and in families which are not necessarily locally trivial
fibre bundles."
math,Categorical Foundations for K-Theory,"Recall that the definition of the $K$-theory of an object C (e.g., a ring or
a space) has the following pattern. One first associates to the object C a
category A_C that has a suitable structure (exact, Waldhausen, symmetric
monoidal, ...). One then applies to the category A_C a ""$K$-theory machine"",
which provides an infinite loop space that is the $K$-theory K(C) of the object
C.
  We study the first step of this process. What are the kinds of objects to be
studied via $K$-theory? Given these types of objects, what structured
categories should one associate to an object to obtain $K$-theoretic
information about it? And how should the morphisms of these objects interact
with this correspondence?
  We propose a unified, conceptual framework for a number of important examples
of objects studied in $K$-theory. The structured categories associated to an
object C are typically categories of modules in a monoidal (op-)fibred
category. The modules considered are ""locally trivial"" with respect to a given
class of trivial modules and a given Grothendieck topology on the object C's
category."
